"stars","name","available","bedType","currency","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","features/26","features/27","features/28","features/29","features/30","features/31","features/32","features/33","features/34","features/35","features/36","features/37","features/38","features/39","features/40","features/41","features/42","features/43","features/45","features/46","persons","price","roomType","features/44","features/47","features/48","features/49","features/50","features/51","features/52","features/53","features/55","features/54","features/56"
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 2 single beds 1 double bed","US$","215 feet²","City view","Inner courtyard view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","TV","Slippers","Telephone","Satellite channels","Tea/Coffee maker","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Hand sanitiser","Single-room air conditioning for guest accommodation",,,,,,,,,,"2","314","Superior Double or Twin Room",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 2 single beds 1 double bed","US$","215 feet²","City view","Inner courtyard view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","TV","Slippers","Telephone","Satellite channels","Tea/Coffee maker","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Hand sanitiser","Single-room air conditioning for guest accommodation",,,,,,,,,,"1","261","Superior Double or Twin Room",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 2 single beds 1 double bed","US$","215 feet²","City view","Inner courtyard view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","TV","Slippers","Telephone","Satellite channels","Tea/Coffee maker","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Hand sanitiser","Single-room air conditioning for guest accommodation",,,,,,,,,,"1","290","Superior Double or Twin Room",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 double bed and 1 sofa bed 2 single beds and 1 sofa bed","US$","269 feet²","City view","Inner courtyard view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,"2","266","Premium Double or Twin Room XL with extra bed (2 adults + 1 child)",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 double bed and 1 sofa bed 2 single beds and 1 sofa bed","US$","269 feet²","City view","Inner courtyard view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,"2","299","Premium Double or Twin Room XL with extra bed (2 adults + 1 child)",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 double bed and 1 sofa bed 2 single beds and 1 sofa bed","US$","269 feet²","City view","Inner courtyard view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,"2","325","Premium Double or Twin Room XL with extra bed (2 adults + 1 child)",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 double bed and 1 sofa bed 2 single beds and 1 sofa bed","US$","269 feet²","City view","Inner courtyard view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,"2","358","Premium Double or Twin Room XL with extra bed (2 adults + 1 child)",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 2 single beds 1 double bed","US$","269 feet²","City view","Inner courtyard view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,"2","266","Premium Double or Twin Room XL",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 2 single beds 1 double bed","US$","269 feet²","City view","Inner courtyard view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,"2","299","Premium Double or Twin Room XL",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 2 single beds 1 double bed","US$","269 feet²","City view","Inner courtyard view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,"2","313","Premium Double or Twin Room XL",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 2 single beds 1 double bed","US$","269 feet²","City view","Inner courtyard view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,"2","346","Premium Double or Twin Room XL",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 2 single beds 1 double bed","US$","269 feet²","City view","Inner courtyard view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,"1","290","Premium Double or Twin Room XL",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 2 single beds 1 double bed","US$","269 feet²","City view","Inner courtyard view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,"1","323","Premium Double or Twin Room XL",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 large double bed 2 single beds","US$","215 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,,,,,"2","278","Premium Double or Twin Room with View",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 large double bed 2 single beds","US$","215 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,,,,,"2","312","Premium Double or Twin Room with View",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 large double bed 2 single beds","US$","215 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,,,,,"2","324","Premium Double or Twin Room with View",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 large double bed 2 single beds","US$","215 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,,,,,"2","359","Premium Double or Twin Room with View",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 large double bed 2 single beds","US$","215 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,,,,,"1","301","Premium Double or Twin Room with View",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 large double bed 2 single beds","US$","215 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,,,,,"1","336","Premium Double or Twin Room with View",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 2 single beds 1 large double bed","US$","319 feet²","Balcony","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Terrace","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Outdoor furniture","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,"2","317","Premium Double or Twin Room with Terrace",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 2 single beds 1 large double bed","US$","319 feet²","Balcony","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Terrace","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Outdoor furniture","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,"2","356","Premium Double or Twin Room with Terrace",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 2 single beds 1 large double bed","US$","319 feet²","Balcony","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Terrace","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Outdoor furniture","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,"2","363","Premium Double or Twin Room with Terrace",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 2 single beds 1 large double bed","US$","319 feet²","Balcony","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Terrace","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Outdoor furniture","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,"2","403","Premium Double or Twin Room with Terrace",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 2 single beds 1 large double bed","US$","319 feet²","Balcony","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Terrace","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Outdoor furniture","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,"1","340","Premium Double or Twin Room with Terrace",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 2 single beds 1 large double bed","US$","319 feet²","Balcony","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Terrace","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Outdoor furniture","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,"1","380","Premium Double or Twin Room with Terrace",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 extra-large double bed and 1 sofa bed 2 single beds and 1 sofa bed","US$","431 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,"2","336","Suite with extra bed (2 adults + 1 child)",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 extra-large double bed and 1 sofa bed 2 single beds and 1 sofa bed","US$","431 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,"2","378","Suite with extra bed (2 adults + 1 child)",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 extra-large double bed and 1 sofa bed 2 single beds and 1 sofa bed","US$","431 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,"2","394","Suite with extra bed (2 adults + 1 child)",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 extra-large double bed and 1 sofa bed 2 single beds and 1 sofa bed","US$","431 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,"2","436","Suite with extra bed (2 adults + 1 child)",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 extra-large double bed and 1 sofa bed 2 single beds and 1 sofa bed","US$","431 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,"2","336","Suite",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 extra-large double bed and 1 sofa bed 2 single beds and 1 sofa bed","US$","431 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,"2","378","Suite",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 extra-large double bed and 1 sofa bed 2 single beds and 1 sofa bed","US$","431 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,"2","382","Suite",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 extra-large double bed and 1 sofa bed 2 single beds and 1 sofa bed","US$","431 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,"2","425","Suite",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 extra-large double bed and 1 sofa bed 2 single beds and 1 sofa bed","US$","431 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,"1","359","Suite",,,,,,,,,,,
