"stars","name","available","bedType","currency","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","features/26","features/27","features/28","features/29","features/30","features/31","features/32","features/33","features/34","features/35","persons","price","roomType","features/36","features/37","features/38","features/39"
"5","COMO The Halkin","true","1 extra-large double bed","US$","Room","484 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,,"2","1.044","Halkin Room",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Room","484 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,,"2","1.138","Halkin Room",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Room","484 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,,"3","922","Halkin Room",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Room","484 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,,"3","1.153","Halkin Room",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Room","484 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,,"3","1.295","Halkin Room",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Room","484 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,,"1","1.091","Halkin Room",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Room","366 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,,"2","835","Garden Room",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Room","366 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,,"2","1.044","Garden Room",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Room","366 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,,"2","1.102","Garden Room",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Room","366 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,,"1","806","Garden Room",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Room","366 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,,"1","1.007","Garden Room",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Room","366 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,,"1","1.055","Garden Room",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Private suite","506 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","Seating Area","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,"2","922","Studio Suite",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Private suite","506 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","Seating Area","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,"2","1.153","Studio Suite",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Private suite","506 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","Seating Area","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,"2","1.248","Studio Suite",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Private suite","506 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","Seating Area","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,"3","1.01","Studio Suite",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Private suite","506 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","Seating Area","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,"3","1.262","Studio Suite",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Private suite","506 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","Seating Area","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,"3","1.404","Studio Suite",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Private suite","506 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","Seating Area","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,"1","1.2","Studio Suite",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Private suite","624 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","Seating Area","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,"2","971","Superior Suite",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Private suite","624 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","Seating Area","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,"2","1.214","Superior Suite",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Private suite","624 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","Seating Area","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,"2","1.309","Superior Suite",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Private suite","624 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","Seating Area","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,"3","1.058","Superior Suite",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Private suite","624 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","Seating Area","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,"3","1.323","Superior Suite",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Private suite","624 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","Seating Area","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,"3","1.465","Superior Suite",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Private suite","624 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","Seating Area","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,"1","1.261","Superior Suite",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Private suite","689 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","Seating Area","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,"2","1.272","Executive King Suite",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Private suite","689 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","Seating Area","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,"2","1.59","Executive King Suite",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Private suite","689 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","Seating Area","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,"2","1.685","Executive King Suite",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Private suite","689 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","Seating Area","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,"3","1.36","Executive King Suite",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Private suite","689 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","Seating Area","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,"3","1.7","Executive King Suite",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Private suite","689 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","Seating Area","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,"3","1.842","Executive King Suite",,,,
"5","COMO The Halkin","true","1 extra-large double bed","US$","Private suite","689 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Bath or shower","Towels","Linen","Desk","Seating Area","TV","Telephone","Ironing facilities","Radio","Pay-per-view channels","Heating","Hairdryer","Wake up service/Alarm clock","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Wireless Internet","Upper floors accessible by elevator","More",,,,,,"1","1.638","Executive King Suite",,,,
"5","Hilton London Bankside","true","1 extra-large double bed","US$","Room","323 feet²","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Refrigerator","Telephone","Ironing facilities","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Cable channels","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","2","329","Deluxe King Room","Toilet paper","Hand sanitiser","Single-room air conditioning for guest accommodation",
"5","Hilton London Bankside","true","1 extra-large double bed","US$","Room","323 feet²","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Refrigerator","Telephone","Ironing facilities","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Cable channels","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","2","358","Deluxe King Room","Toilet paper","Hand sanitiser","Single-room air conditioning for guest accommodation",
"5","Hilton London Bankside","true","1 extra-large double bed","US$","Room","323 feet²","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Refrigerator","Telephone","Ironing facilities","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Cable channels","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","2","375","Deluxe King Room","Toilet paper","Hand sanitiser","Single-room air conditioning for guest accommodation",
"5","Hilton London Bankside","true","1 extra-large double bed","US$","Room","323 feet²","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Refrigerator","Telephone","Ironing facilities","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Cable channels","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","2","378","Deluxe King Room","Toilet paper","Hand sanitiser","Single-room air conditioning for guest accommodation",
"5","Hilton London Bankside","true","1 extra-large double bed","US$","Room","323 feet²","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Refrigerator","Telephone","Ironing facilities","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Cable channels","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","2","407","Deluxe King Room","Toilet paper","Hand sanitiser","Single-room air conditioning for guest accommodation",
"5","Hilton London Bankside","true","1 extra-large double bed","US$","Room","323 feet²","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Refrigerator","Telephone","Ironing facilities","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Cable channels","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","2","424","Deluxe King Room","Toilet paper","Hand sanitiser","Single-room air conditioning for guest accommodation",
"5","Hilton London Bankside","true","1 extra-large double bed","US$","Room","323 feet²","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Refrigerator","Telephone","Ironing facilities","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Cable channels","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","2","521","Deluxe King Room","Toilet paper","Hand sanitiser","Single-room air conditioning for guest accommodation",
"5","Hilton London Bankside","true","1 extra-large double bed","US$","Room","323 feet²","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Refrigerator","Telephone","Ironing facilities","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Cable channels","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","1","308","Deluxe King Room","Toilet paper","Hand sanitiser","Single-room air conditioning for guest accommodation",
"5","Hilton London Bankside","true","1 extra-large double bed","US$","Room","323 feet²","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Refrigerator","Telephone","Ironing facilities","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Cable channels","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","1","332","Deluxe King Room","Toilet paper","Hand sanitiser","Single-room air conditioning for guest accommodation",
"5","Hilton London Bankside","true","1 extra-large double bed","US$","Room","323 feet²","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Refrigerator","Telephone","Ironing facilities","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Cable channels","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","1","335","Deluxe King Room","Toilet paper","Hand sanitiser","Single-room air conditioning for guest accommodation",
"5","Hilton London Bankside","true","1 extra-large double bed","US$","Room","323 feet²","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Refrigerator","Telephone","Ironing facilities","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Cable channels","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","1","351","Deluxe King Room","Toilet paper","Hand sanitiser","Single-room air conditioning for guest accommodation",
"5","Hilton London Bankside","true","1 extra-large double bed","US$","Room","323 feet²","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Refrigerator","Telephone","Ironing facilities","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Cable channels","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","1","360","Deluxe King Room","Toilet paper","Hand sanitiser","Single-room air conditioning for guest accommodation",
"5","Hilton London Bankside","true","1 extra-large double bed","US$","Room","323 feet²","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Refrigerator","Telephone","Ironing facilities","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Cable channels","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","1","375","Deluxe King Room","Toilet paper","Hand sanitiser","Single-room air conditioning for guest accommodation",
"5","Hilton London Bankside","true","1 extra-large double bed","US$","Room","323 feet²","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Refrigerator","Telephone","Ironing facilities","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Cable channels","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","1","424","Deluxe King Room","Toilet paper","Hand sanitiser","Single-room air conditioning for guest accommodation",
"5","Hilton London Bankside","true","2 single beds","US$","Room","323 feet²","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Refrigerator","Telephone","Ironing facilities","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Cable channels","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","2","329","Deluxe Twin Room","Toilet paper","Single-room air conditioning for guest accommodation","Hand sanitiser","More"
"5","Hilton London Bankside","true","2 single beds","US$","Room","323 feet²","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Refrigerator","Telephone","Ironing facilities","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Cable channels","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","2","358","Deluxe Twin Room","Toilet paper","Single-room air conditioning for guest accommodation","Hand sanitiser","More"
"5","Hilton London Bankside","true","2 single beds","US$","Room","323 feet²","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Refrigerator","Telephone","Ironing facilities","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Cable channels","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","2","375","Deluxe Twin Room","Toilet paper","Single-room air conditioning for guest accommodation","Hand sanitiser","More"
